course_name,category,sub_category,course_website,duration,duration_term,study_mode,degree_level,monthly_intake,intake_day,intake_month,apply_day,apply_month,city,domestic_only,international_fee,domestic_fee,fee_term,fee_year,currency,study_load,ielts_listening,ielts_speaking,ielts_writing,ielts_reading,ielts_overall,pte_listening,pte_speaking,pte_writing,pte_reading,pte_overall,toefl_listening,toefl_speaking,toefl_writing,toefl_reading,toefl_overall,english_test,reading,listening,speaking,writing,overall,academic_level,academic_score,score_type,academic_country,other_test,score,other_requirements,course_description,course_structure,career,scholarship
Pre-law,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/History,-Philosophy,-International-Studies-and-Leg/Academic-Programs/Pre-law",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"There is no pre-law program or recommended major for students interested in law school. Students who hope to attend law school can choose to major in a wide array of programs, as suggested below by the American Bar Association. Although there is no pre-law program or recommended major, MSU does offer pre-law advising for students in any major to help them to make successful applications to law school.",,"The academic advisors from your major and minor may be able to help you to prepare for law school, but Professors Kelly Collinsworth and Dianna Murphy are the attorney-instructors who serve as MSU's official Law School Admissions Council (LSAC) advisors on campus. If you add the 'pre.law' code to your academic program, this will enable you to receive information related to law school preparation, the admissions process, notifications concerning campus visits from law schools, opportunities for LSAT preparation, etc. To add the 'pre.law' code to your academic program, just ask your academic advisor or email Diane Lawson at",
Mathematics,,,https://www.moreheadstate.edu/College-of-Science/Mathematics/Academic-Programs/Mathematics,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,," If you are interested in studying mathematics, Morehead State offers two bachelor's degree options to allow you to pursue your specific interests. You can choose between majors in mathematics and mathematics teaching, which require minors, or you can choose areas of concentration in mathematics and mathematics teaching, which do not require a minor and provide more in-depth study.",,"A Mathematics degree is useful for those seeking a career as an actuary, engineer, financial analyst, lead software developer, researcher, educator, investment banker, consultant, or statistician.",
Physics and Engineering Physics,,,https://www.moreheadstate.edu/College-of-Science/Physics-Earth-Science-and-Space-Systems-Engineer/Academic-Programs/Physics-and-Engineering-Physics,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Morehead State offers a number of areas of concentration to students interested in physics, including:",,You can choose from the following options in physics:,
Middle Grades - MAT,,,https://www.moreheadstate.edu/College-of-Education/Middle-Grades-and-Secondary-Education/Academic-Programs/Middle-Grades-MAT,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,The Master of Arts in Teaching programs in middle grades (5-9) and secondary education (8-12) are alternative teacher certification programs. Completion of the MAT results in a master's degree and a Kentucky teaching certification. The programs are designed for individuals who have earned an undergraduate degree in a certification content area or closely related field.,,P-12 Certification careers in:,
Master of Business Administration - MBA,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/School-of-Business-Administration/Academic-Programs/Master-of-Business-Administration,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Master of Business Administration (MBA) program provides quality  educational opportunities in business for degree and course completion. MSU's MBA program is offered completely online, focuses on working professionals and is designed for individuals seeking to improve their management success. Those with undergraduate degrees in business may complete the program with a minimum of 30 semester hours. Those without the undergraduate business core courses may be admitted to the program by completing the appropriate number of prerequisite courses as determined by the MBA program director. The degree requirements for our MBA specify that all students must complete 24 core (required) hours and 6 hours of free electives. ",,Graduates of this program are qualified to assume leadership and management positions in a variety of fields.,
Master of Science in Nursing - Family Nurse Practitioner,,,https://www.moreheadstate.edu/College-of-Science/Nursing/Academic-Programs/study-nursing-fnp,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The online Master of Science in Nursing (MSN)- Family Nurse Practitioner- Primary Care Program (FNPP), is designed for baccalaureate prepared registered nurses who want to become advanced practice nurses. Master’s prepared nurses may enroll in the Post MSN program to become eligible to write for the FNP certification exam. The online FNPP prepares graduates to work autonomously and collaboratively with other health care professionals to:","[   Unnamed: 0                         Unnamed: 1 Unnamed: 2                         Unnamed: 3  Year 1 Unnamed: 4                          Unnamed: 5 Unnamed: 6
0         NaN                          Fall Term        NaN                        Spring Term     NaN        NaN                         Summer Term        NaN
1     Session                            Courses    Credits                            Courses     NaN    Credits                             Courses    Credits
2           I    NURG 610: Health Assessment for          3         NURG 612: Pharmacology for     NaN          3  NURG 632: Childbearing and Women’s          2
3         NaN                  Advanced Practice        NaN                  Advanced Practice     NaN        NaN        Health for Advanced Practice        NaN
4         NaN  NURG 631: Pediatrics for Advanced          3     NURG 630: Health Promotion and     NaN          3              Prerequisite: NURG 610        NaN
5         NaN                           Practice        NaN                 Disease Prevention     NaN        NaN           Co/Prerequisite: NURG 612        NaN
6         NaN             Prerequisite: NURG 610        NaN                                NaN     NaN        NaN                                 NaN        NaN
7          II      NURG 613: Pathophysiology for          3  NURG 618: Advanced Evidence Based     NaN          3       NURG 636: Advanced Procedures          1
8         NaN                  Advanced Practice        NaN                           Practice     NaN        NaN                                 NaN        NaN
9         NaN                                NaN        NaN                                NaN     NaN        NaN                                 NaN        NaN
10     Totals                                NaN          9                                NaN     NaN          9                                 NaN          3,    Unnamed: 0                        Unnamed: 1 Unnamed: 2                        Unnamed: 3  Year 2 Unnamed: 4                                Unnamed: 5 Unnamed: 6
0         NaN                         Fall Term        NaN                       Spring Term     NaN        NaN                               Summer Term        NaN
1     Session                           Courses    Credits                           Courses     NaN    Credits                                   Courses    Credits
2           I   NURG 634: Common Alterations in          3  NURG 641: Complex Alterations in     NaN          3   NURG 620: Roles and Issues for Advanced          2
3         NaN                      Primary Care        NaN                      Primary Care     NaN        NaN                          Practice---or---        NaN
4         NaN            Prerequisite: NURG 636        NaN            Prerequisite: NURG 634     NaN        NaN  NURG 621: Post Graduate Roles and Issues        NaN
5         NaN                               NaN        NaN                               NaN     NaN        NaN                     for Advanced Practice        NaN
6         NaN             NURG 635: Practicum I        1.5            NURG 645: Practicum II     NaN        1.5                                       NaN        NaN
7         NaN            Prerequisite: NURG 636        NaN             Prerequisite NURG 635     NaN        NaN                                       NaN        NaN
8         NaN             Co-requisite NURG 634        NaN             Co-requisite NURG 641     NaN        NaN                                       NaN        NaN
9          II   NURG 635: Practicum I continued        1.5  NURG 645: Practicum II continued     NaN        1.5                                       NaN        NaN
10        NaN       NURG 633: Care of the Aging          3   NURG 640: Population Health and     NaN          3                                       NaN        NaN
11        NaN                        Population        NaN                      Epidemiology     NaN        NaN                                       NaN        NaN
12        NaN  Prerequisite: NURG 610, NURG 612        NaN                               NaN     NaN        NaN                                       NaN        NaN
13        NaN                               NaN          9                               NaN     NaN          9                                       NaN          2,    Unnamed: 0                        Unnamed: 1 Unnamed: 2   Unnamed: 3  Year 3 Unnamed: 4   Unnamed: 5 Unnamed: 6
0         NaN                         Fall Term        NaN  Spring Term     NaN        NaN  Summer Term        NaN
1     Session                           Courses    Credits      Courses     NaN    Credits      Courses    Credits
2           I       NURG 642: Health Policy and          2          NaN     NaN        NaN          NaN        NaN
3         NaN                         Economics        NaN          NaN     NaN        NaN          NaN        NaN
4         NaN           NURG 655: Practicum III        1.5          NaN     NaN        NaN          NaN        NaN
5         NaN            Prerequisite: NURG 645        NaN          NaN     NaN        NaN          NaN        NaN
6         NaN            Co-requisite: NURG 650        NaN          NaN     NaN        NaN          NaN        NaN
7          II  NURG 655 Practicum III continued        1.5          NaN     NaN        NaN          NaN        NaN
8         NaN  NURG 650: Professional Practice*          3          NaN     NaN        NaN          NaN        NaN
9         NaN             Co-Requisite NURG 655        NaN          NaN     NaN        NaN          NaN        NaN
10        NaN                               NaN          8          NaN     NaN        NaN          NaN        NaN]","If you have any questions or concerns regarding these curricular changes, please contact the Department of Nursing at 606-783-2296 or",
Leadership in Medical Imaging,,,"https://www.moreheadstate.edu/College-of-Science/Kinesiology,-Health,-and-Imaging-Sciences/Academic-Programs/Leadership-in-Medical-Imaging",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Designed for working professionals, the leadership in medical imaging program at Morehead State will help you take your career to the next level. Classes are offered online, so you can earn your bachelor's degree on your own schedule in a flexible, convenient way.",,Morehead State University,
Legal Studies,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/History,-Philosophy,-International-Studies-and-Leg/Academic-Programs/Legal-Studies",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,The Bachelor of Arts (BA) in Legal Studies program at MSU will equip you with the legal knowledge and skills to successfully pursue a career in law as a professional paralegal or assist attorneys in providing legal services to clients.,,"Paralegals may not provide legal services directly to the public, except as permitted by law or court rule.",
Management,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/School-of-Business-Administration/Academic-Programs/Management,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"If you have strong leadership skills and the ability to manage people and processes, let Morehead State’s Bachelor of Business Administration in Management degree hone your natural abilities into the skills employers look for in job candidates. With classes in human resource management, healthcare management and more, you’ll graduate with the tools to help businesses, hospitals, nonprofits and government agencies achieve their goals.","[    FYS      101                    First Year Seminar  3   ENG      100                             Writing I  3.1
0  COMS      108  Fundamentals of Speech Communication  3  NSC1  Gen Ed.  Choose 1 from General Education List    3
1  HUM1  Gen Ed.  Choose 1 from General Education List  3  HUM2  Gen Ed.  Choose 1 from General Education List    3
2  SBS1  Gen Ed.  Choose 1 from General Education List  3   MKT      204               Principles of Marketing    3
3   CIS      211           Software Tools for Business  3  MNGT      201              Principles of Management    3,     ENG          200                          Writing II  3  NSC2  Gen Ed. Choose 1 from General Education List  3.1
0  MATH  152/174/175          Algebra/Pre‐Calc./Calculus  3  MATH      305                  Business Statistics    3
1  ECON          201        Principles of Macroeconomics  3   BBA      261           Business Law & Regulations    3
2   BBA          295             Business Communications  3  ACCT      282  Principles of Managerial Accounting    3
3  ACCT          281  Principles of Financial Accounting  3  ECON      202         Principles of Microeconomics    3,     FIN  360                     Business Finance  3            CIS 311  Unnamed: 0          Management Information Systems  3.1
0   BBA  363  Ethical Decision‐Making in Business  3            BBA 380         NaN                  International Business    3
1   BBA  315   Quantitative Analysis for Business  3      MNGT Elective         NaN        Choose an approved MNGT elective    3
2   BBA  350        Entrepreneurship & Innovation  3  GEN MNGT Elective         NaN    Choose an approved GEN MNGT elective    3
3  MNGT  311            Human Resource Management  3      Free Elective         NaN  Any course where you meet the prereqs.    3,          BBA 475  Unnamed: 0            Leadership Development  3           BBA 499c  Unnamed: 1         Strategic Management (Capstone)  3.1
0        BBA 370         NaN   Operations & Service Management  3  GEN MNGT Elective         NaN    Choose an approved GEN MNGT elective    3
1       MNGT 465         NaN           Organizational Behavior  3  GEN MNGT Elective         NaN    Choose an approved GEN MNGT elective    3
2  MNGT Elective         NaN  Choose an approved MNGT elective  3  GEN MNGT Elective         NaN    Choose an approved GEN MNGT elective    3
3  MNGT Elective         NaN  Choose an approved MNGT elective  3      Free Elective         NaN  Any course where you meet the prereqs.    3,      Unnamed: 0                      Approved Management Electives
0           NaN                 Choose three (3) of the following:
1   Course Code                                        Course Name
2      MNGT 339                          Cooperative Education III
3      MNGT 439                           Cooperative Education IV
4      MNGT 310                        Small Business Organization
5      MNGT 362             Legal Environment & Business Practices
6      MNGT 365                Financial Issues for Small Business
7      MNGT 399                           Selected Workshop Topics
8      MNGT 409                           International Management
9      MNGT 411                                    Labor Relations
10     MNGT 417  Management/Marketing of Public & Nonprofit Org...
11     MNGT 420                               New Venture Creation
12     MNGT 450                            Supply Chain Management
13     MNGT 476                     Special Problems in Management,      Unnamed: 0              Approved General Management Electives
0           NaN                  Choose four (4) of the following:
1   Course Code                                        Course Name
2      MNGT 339                          Cooperative Education III
3      MNGT 439                           Cooperative Education IV
4      MNGT 310                        Small Business Organization
5      MNGT 362             Legal Environment & Business Practices
6      MNGT 365                Financial Issues for Small Business
7      MNGT 399                           Selected Workshop Topics
8      MNGT 409                           International Management
9      MNGT 411                                    Labor Relations
10     MNGT 417  Management/Marketing of Public & Nonprofit Org...
11     MNGT 420                               New Venture Creation
12     MNGT 450                            Supply Chain Management
13     MNGT 476                     Special Problems in Management
14      MKT 345            Marketing Strategies for Small Business
15      MKT 350                               Professional Selling
16      MKT 354                                  Consumer Behavior
17      MKT 365                   Service & Relationship Marketing
18      MKT 451                                   Retail Marketing
19      MKT 452                      Marketing Research & Analysis
20      MKT 469                            International Marketing
21     ECON 447                            International Economics
22     ECON 342                                    Money & Banking
23      FIN 376                        Risk Management & Insurance
24      FIN 484                    Healthcare Financial Management
25      FIN 485                              International Finance
26     REAL 105                          Principles of Real Estate
27     REAL 309            Real Estate Land Planning & Development
28     REAL 330                    Real Estate Property Management
29      BBA 301                              The Healthcare System
30      HSM 361          Healthcare Legal & Regulatory Environment
31      CIS 365                                 Health Informatics]","If you have strong leadership skills and the ability to manage people and processes, let Morehead State’s Bachelor of Business Administration in Management degree hone your natural abilities into the skills employers look for in job candidates. With classes in human resource management, healthcare management and more, you’ll graduate with the tools to help businesses, hospitals, nonprofits and government agencies achieve their goals.",
Political Science (Government),,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/History,-Philosophy,-International-Studies-and-Leg/Academic-Programs/Political-Science-(Government)",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Political Science program at Morehead State gives you the chance to learn about political ideas, institutions, foreign relations, policies and political law. You will gain analytical and critical thinking skills, as well as a deep understanding of the American political process. You'll have the chance to work with faculty members on a range of research projects, and will have access to numerous internship and study abroad opportunities.","[                    Unnamed: 0                  FIRST YEAR COURSE SCHEDULE  Unnamed: 1
0     Credits  Fall Semester         Code Credits  Spring Semester Code         NaN
1   FYS 101-First Year Seminar            CG 3 ENG 200-CORE-Writing II  CG         3.0
2       ENG 100-CORE-Writing I  CG 3 SBS 2 – GOVT 102-Intro to Politics  G         3.0
3           CMSP 108-CORE Oral       CG 3 HUM 2 – GOVT 230 - Intro to  G/R         3.0
4               Communications             Comparative Politics (Exchange)         NaN
5     GOVT 141 - United States  R 3 Math 131, 135, 152, 174, 175 - CORE CG         3.0
6                   Government                                         NaN         NaN
7  GOVT 180-Intro to Political   R 3 NSC 1 - RAPP 289 - Regional Natural G         3.0
8                       Theory                                     History         NaN
9           Total Credit Hours                       15 Total Credit Hours        15.0,                         Unnamed: 0                 SECOND YEAR COURSE SCHEDULE  Unnamed: 1
0          Credits  Fall Semester         Code Credits  Spring Semester Code         NaN
1          SBS 1 - GOVT 262 – U.S.      G 3 Advanced Sub-Field in American R/U         3.0
2                   Foreign Policy            Politics (GOVT 305; 320-328;340-         NaN
3                              NaN                 349;351-359; 410; 450; 451)         NaN
4   GOVT 289. Methods of Political  R 3 GOVT Elective (any 300 or 400 GOVT R/U         3.0
5                         Inquiry.                                     course)         NaN
6        HUM 1 – Humanities Gen Ed                     G 3 Minor Requirement m         3.0
7         NSC 2 – RAPP 202 – Basic                         G 3 Free Elective E         3.0
8     Computer Tech. in Reg. Anal.                                         NaN         NaN
9                Minor Requirement                         m 3 Free Elective E         3.0
10                             NaN                                         NaN         NaN
11              Total Credit Hours                       15 Total Credit Hours        15.0,                        Unnamed: 0                         THIRD YEAR COURSE SCHEDULE  Unnamed: 1
0         Credits  Fall Semester                Code Credits  Spring Semester Code         NaN
1           Advanced Sub-Field in  R/U 3 Advanced Sub-Field in Political Theory  R/U         3.0
2            Comparative Politics                                (GOVT 310-319; 440)         NaN
3     (GOVT 301-304;329-339; 430)                                                NaN         NaN
4   GOVT Elective (any 300 or 400                          R/U 3 Minor Requirement m         3.0
5                    GOVT course)                                                NaN         NaN
6               Minor Requirement                            m 3 Minor Requirement m         3.0
7                   Free Elective                      E 3 Free Elective (UPPER) E/U         3.0
8                   Free Elective                                E 3 Free Elective E         3.0
9                             NaN                                                NaN         NaN
10             Total Credit Hours                              15 Total Credit Hours        15.0,                        Unnamed: 0           FOURTH YEAR COURSE SCHEDULE  Unnamed: 1
0         Credits  Fall Semester   Code Credits  Spring Semester Code         NaN
1           Advanced Sub-Field in  R/U 3 GOVT 499C. Senior Seminar. CG/         3.0
2         International Relations                                   NaN         NaN
3                             NaN                                   R/U         NaN
4             (GOVT 360-369; 420)                                   NaN         NaN
5   GOVT Elective (any 300 or 400             R/U 3 Minor Requirement m         3.0
6                    GOVT course)                                   NaN         NaN
7               Minor Requirement         m 3 Free Elective (UPPER) E/U         3.0
8               Minor Requirement         m 3 Free Elective (UPPER) E/U         3.0
9           Free Elective (UPPER)       E/U 3 Free Elective (UPPER) E/U         3.0
10                            NaN                                   NaN         NaN
11             Total Credit Hours                 15 Total Credit Hours        15.0,   FOURTH YEAR COURSE SCHEDULE
0       Continued – If needed
1        Credits Summer Code
2                         NaN
3                         NaN
4                         NaN
5          Total Credit Hours]","A government degree will prepare you for acareer in law, government service, and the non-profit sector. For more information about careers in government, visit",
Marketing,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/School-of-Business-Administration/Academic-Programs/Marketing,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Marketing professionals help companies and organizations identify potential customers, promote products and services, and coordinate marketing policies and programs. MSU’s Bachelor of Business Administration in Marketing degree will equip you with the practical skills and knowledge employers seek in job candidates. With classes in consumer behavior, marketing research, e-marketing and more, you will be prepared to enter marketing positions at businesses, corporations, nonprofit organizations and government agencies.","[    FYS      101                    First Year Seminar  3   ENG      100                             Writing I  3.1
0  COMS      108  Fundamentals of Speech Communication  3  NSC1  Gen Ed.  Choose 1 from General Education List    3
1  HUM1  Gen Ed.  Choose 1 from General Education List  3  HUM2  Gen Ed.  Choose 1 from General Education List    3
2  SBS1  Gen Ed.  Choose 1 from General Education List  3   MKT      204               Principles of Marketing    3
3   CIS      211           Software Tools for Business  3  MNGT      201              Principles of Management    3,    ACCT          281 Principles of Financial Accounting  3  NSC2  Gen Ed. Choose 1 from General Education List  3.1
0  ECON          201       Principles of Macroeconomics  3  ACCT      282  Principles of Managerial Accounting    3
1   ENG          200                         Writing II  3   BBA      261           Business Law & Regulations    3
2  MATH  152/174/175         Algebra/Pre‐Calc./Calculus  3  ECON      202         Principles of Microeconomics    3
3   MKT          354                  Consumer Behavior  3   MKT      365                   Services Marketing    3,                BBA 295  Unnamed: 0                Business Communications  3        BBA 380  Unnamed: 1                  International Business  3.1
0              BBA 363         NaN    Ethical Decision‐Making in Business  3        BBA 315         NaN      Quantitative Analysis for Business    3
1             MATH 305         NaN                    Business Statistics  3        CIS 311         NaN          Management Information Systems    3
2  300‐LEVEL MKT ELECT         NaN  Choose an approved Marketing elective  3   MKT Elective         NaN   Choose an approved Marketing elective    3
3  300‐LEVEL MKT ELECT         NaN  Choose an approved Marketing elective  3  Free Elective         NaN  Any course where you meet the prereqs.    3,         BBA 350  Unnamed: 0          Entrepreneurship & Innovation  3       BBA 499c  Unnamed: 1         Strategic Management (Capstone)  3.1
0       BBA 370         NaN        Operations & Service Management  3        BBA 475         NaN                  Leadership Development    3
1       FIN 360         NaN                       Business Finance  3        MKT 495         NaN                    Marketing Strategies    3
2       MKT 452         NaN          Marketing Research & Analysis  3   MKT Elective         NaN   Choose an approved Marketing elective    3
3  MKT Elective         NaN  Choose an approved Marketing elective  3  Free Elective         NaN  Any course where you meet the prereqs.    3,      Unnamed: 0              Approved Marketing Electives
0   Course Code                               Course Name
1       MKT 339                 Cooperative Education III
2       MKT 439                  Cooperative Education IV
3       MKT 325  Marketing Ethics & Social Responsibility
4       MKT 340           E‐Marketing & Social Networking
5       MKT 345   Marketing Strategies for Small Business
6       MKT 350                      Professional Selling
7       MKT 375                     Sustainable Marketing
8       MKT 380            Corporate Marketing Strategies
9       MKT 451                          Retail Marketing
10      MKT 454           Integrated Marketing Techniques
11      MKT 455                               Advertising
12      MKT 469                   International Marketing
13      MKT 476             Special Problems in Marketing]",,
Physician Assistant Program,,,https://www.moreheadstate.edu/College-of-Science/Academic-Programs/Physician-Assistant-Program,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The University of Kentucky Physician Assistant Studies Program is offered on MSU's campus, providing our students an opportunity to study close to home. Physician Assistants (PAs) are certified by the National Commission on Certification of Physician Assistants (NCCPA) and are licensed by the state. They are health professionals who practice medicine as members of a team with their supervising physicians. PAs deliver a broad range of medical and surgical services to diverse populations in rural and urban settings. Responsibilities include:",,"Physician assistants serve in a variety of clinical settings, such as primary care practices, geriatric long-term care facilities, hospitals, correctional institutions and community-based clinics. Program graduates also are competitive for positions in clinical research, health care administration and higher education. ",
Philosophy and Religious Studies,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/History,-Philosophy,-International-Studies-and-Leg/Academic-Programs/Philosophy-and-Religious-Studies",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"As a student in MSU's philosophy program, you will learn to analyze complex arguments by identifying assumptions in classical and contemporary debates and tracing the origins of those views back into the history of ideas.",,"Earning a degree in philosophy will also prepare you for entrance into graduate schools for a master's degree, doctoral programs and law school. Philosophy students consistently perform substantially higher than competing students on graduate admission exams such as the GMAT, GRE and LSAT. You may pursue a number of career paths in either the corporate, government (local, state and federal), and nonprofit or independent sectors.",
Nursing - Pre-Licensure BSN,,,https://www.moreheadstate.edu/College-of-Science/Nursing/Academic-Programs/Nursing-Pre-Licensure,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,," If you are interested in a degree in nursing, Morehead State offers one of the best nursing programs in the state of Kentucky. MSU's  Bachelor of Science in Nursing (BSN) pre-licensure program is designed for first-time college. The curriculum is a combination of science, math and nursing courses designed to give you a well-rounded education and to prepare you to take the National Council Licensure Examination for Registered Nurses. Nursing students at MSU will learn by doing, not only through clinical practicums, but in the department's state-of-the-art simulation lab. In the lab, computerized mannequins can mimic a number of illnesses and symptoms, and respond to treatments administered by students.",,"The average starting annual salary for a Registered Nurse in Kentucky is $40,314.",
Languages,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/Communication,-Media-and-Languages/Academic-Programs/Languages",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Morehead State offers bachelor degrees in both Spanish and Spanish with teacher certification (P-12), as well as minors in Spanish and French.",,"Graduates of our programs are prepared to enter careers in interpretation and translation. You will find employment opportunities in industries where knowledge of a second language is beneficial, including business and commerce, government work, teaching, tourism, social services and more.",
Intelligence Studies,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/History,-Philosophy,-International-Studies-and-Leg/Academic-Programs/Intelligence-Studies",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The U.S. intelligence community requires a constant stream of the country's brightest young people from diverse cultural backgrounds and with a variety of undergraduate and graduate degrees. This certificate is offered collaboratively by the Bluegrass State Intelligence Community Center of Academic Excellence, a consortium that includes Eastern Kentucky University, Kentucky State University, and Morehead State University. The Bluegrass State Intelligence Community consortium was formed to address the urgent need to increase the number of students from Kentucky and nearby states who are aware of and prepared for intelligence careers. The consortium offers international and intelligence-related studies curriculums; operates an Intelligence Scholars Program to prepare students for intelligence careers; provides opportunities for students to participate in study abroad, international exchange, advanced language instruction and intelligence-related internships; advances faculty and student research on intelligence topics; hosts an annual intelligence studies workshop; and conducts outreach to inform students of intelligence missions and career opportunities. ",,"Students who earn a certificate in intelligence studies are prepared for careers in the military, government agencies, nonprofit agencies and more.",
Integrated Science Minor,,,https://www.moreheadstate.edu/College-of-Science/Physics-Earth-Science-and-Space-Systems-Engineer/Academic-Programs/Integrated-Science-Minor,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The integrated science minor is a good supplement to a variety of science - related degree programs, including earth science, space science, biology and chemistry.",,A total of 24 semester hours in biological and physical sciences including:,
Information Systems,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/School-of-Business-Administration/Academic-Programs/Information-Systems,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Morehead State’s Bachelor of Business Administration in Information Systems prepares students for careers as information systems/technology managers in which they analyze system needs and develop appropriate computer-based solutions. Work environments range from desktop hardware/software to enterprise systems. With classes in database management, information security, business analytics, and more, our program gives you the skills to effectively manage strategic technology solutions in an organization.",,"MSU also offers a minor in information systems, which complements a variety of degrees in other fields.",
Industrial Education,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/Engineering-and-Technology-Management/Academic-Programs/Industrial-Education,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"MSU's Bachelor of Science in Industrial Education prepares you for a career as an educator in public or private schools. Through a combination of science, technology and education courses, the industrial education degree at Morehead State will give you the skills to teach students about technology, computers, robotics and more. ",,Graduates of this program pursue careers as K-12 industrial education teachers and career and technical education instructors.,
History,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/History,-Philosophy,-International-Studies-and-Leg/Academic-Programs/History",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"MSU's undergraduate programs in history and public history will give you the experience, knowledge and marketability needed to pursue any number of career paths in either the corporate, government, nonprofit or independent sectors. The history major engages students in critical thinking through evaluating, creating and supporting historical documents. The rigorous academic reading and writing of our programs will prepare you for the challenges of the 21st century by teaching you how to think critically, analytically and ardently about the historical processes that have shaped and continue to shape our community, state, nation and world.",,"Earning a degree with us will also prepare you for entrance into graduate school for masters and Ph.D. programs in history, American studies, library science and other humanities fields.",
Health Promotion,,,"https://www.moreheadstate.edu/College-of-Science/Kinesiology,-Health,-and-Imaging-Sciences/Academic-Programs/Health-Promotion",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Morehead State's Bachelor of Arts in Health Promotion program combines classroom learning with hands-on experience to prepare you for a career of helping groups and individuals achieve and maintain wellness. Through a combination of lecture, laboratory assignments and practicum requirements, MSU's health promotion program teaches you both wellness theory and practical skills while preparing students to improve the health of individuals and the community using behavior change strategies. Students in the health promotions program complete an intensive internship prior to graduation. The internships are done in an agency that reflects their professional focus. The health promotion program also prepares graduates to sit for the Certified Health Education Specialist certification (CHES) if desired.",,"Graduates of this program go on to careers that focus on health and wellness education in agencies such as health departments, wellness programs, YMCAs, health care facilities, area health education centers and more.",
Graduate Certificate - Healthcare Leadership,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/School-of-Business-Administration/Academic-Programs/Business-Graduate-Certificate,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,MSU offers a business graduate certificate in healthcare management.,,These certificates will prepare you for leadership and management positions in a wide range of health care settings.,
