course_name,category,sub_category,course_website,duration,duration_term,study_mode,degree_level,monthly_intake,intake_day,intake_month,apply_day,apply_month,city,domestic_only,international_fee,domestic_fee,fee_term,fee_year,currency,study_load,ielts_listening,ielts_speaking,ielts_writing,ielts_reading,ielts_overall,pte_listening,pte_speaking,pte_writing,pte_reading,pte_overall,toefl_listening,toefl_speaking,toefl_writing,toefl_reading,toefl_overall,english_test,reading,listening,speaking,writing,overall,academic_level,academic_score,score_type,academic_country,other_test,score,other_requirements,course_description,course_structure,career,scholarship
"Master of Science,Judicial Administration - Master of Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7728&PType=DP,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Master of Science degree in Judicial Administration is a Plan B (without thesis) online program designed for individuals desiring a leadership or management career in the judicial administration profession in the United States or internationally. Students who are currently employed in the U.S. federal, state, or local courts or courts in other countries may apply, as well as students wishing to enter a judicial administration career.,In addition to meeting the requirements of the university and of the College of Social Science, students must meet the requirements specified below.,To be considered for admission to the Master of Science degree program in Judicial Administration, an applicant must:,The School of Criminal Justice recognizes that many applicants have been out of the academic environment for some time, and other factors may be considered in the admission process. A limited number of applicants who do not satisfy the School’s regular admission requirements may be admitted on a provisional basis. The decision to grant provisional admission is based on the student’s potential contributions to the field of judicial system administration. A student may be enrolled on a provisional basis for only two semesters and must be admitted on a regular basis to be considered a degree candidate.  Course work completed while on provisional status will not count towards the degree requirements.,The program is available only online, under Plan B (without thesis).  The student must complete a total of 30 credits distributed as follows:, ","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n    <li>Submit a personal state...'>]",,
"Master of Science,Integrated Pest Management - Master of Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=0538&PType=DP,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The objective of this program is to train professionals in Integrated Pest Management with the business management and communication skills necessary for public and private sector employment. It is designed for students with bachelor's degrees in biological or agricultural sciences or for working professionals who wish to advance or change their careers.,In addition to meeting the requirements of the university and the College of Agriculture and Natural Resources, applicants are expected to have knowledge of computer applications and appropriate curricular background in crop protection-related fields and crop production-related fields. Applicants with good academic records who lack the expected curricular backgrounds may be admitted on a provisional basis but will be expected to take collateral course work.,In addition to meeting the requirements of the University and the College of Agriculture and Natural Resources, the student must complete a total of 31 credits for the degree under Plan B (without thesis). ,After the completion of the certificate program is approved by The Eli Broad College of Business and by the Associate Dean of the College of Agriculture and Natural Resources, the Office of the Registrar will enter on the student's academic record the name of the certificate program and the date it was completed. This certification will appear on the student's transcript upon completion of the requirements for the degree program., ",,,
"Master of Science,Industrial Microbiology - Master of Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7000&PType=DP,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"Most students who are admitted to this program plan to enter industry after they graduate.,In addition to meeting the requirements of the university and of the College of Natural Science, students must meet the requirements specified below.,In general, applicants should have had the equivalent of an academic year each of physics, inorganic chemistry, and organic chemistry; one biochemistry course; mathematics through integral calculus; and one or more courses in the biological sciences. Applicants should have proficiency in written and spoken English, a minimum grade–point average of 3.00, and grades of 3.0 or above in science and mathematics courses. Scores on the Graduate Record Examination General Test and a personal letter of professional intent and objectives are required. Although preparation in the fundamentals of microbiology is desirable, interested students with degrees in any of the physical or biological sciences or mathematics are invited to apply for admission to the program. Applicants not possessing all of the requirements may be admitted to the program provisionally and permitted to make up deficiencies on a collateral basis.,The student must complete 30 credits under Plan B (without thesis). The specific program of study, including an internship with an industrial partner, will be determined by the student’s guidance committee. At least 7 credits of master's thesis research are required on topics appropriate for an industrial internship and as approved by the guidance committee or program director. The final oral examination, which covers both course work and thesis research, is administered by the student's guidance committee and a representative of the department’s Graduate Committee.,All students in the program will be required to complete a ,. The certificate program is organized as a series of week-end workshops covering such topics as project management, business law, intellectual property, management theory, finance, writing skills, presentation skills, information retrieval, interpersonal skills and group work. The certificate program offered by the faculty of The Eli Broad College of Business and the College of Communication Arts and Sciences, will include a case-study approach. It will normally be undertaken during the first year of enrollment and will involve an additional cost to the student beyond usual tuition and fees.,After the completion of the certificate program is approved by The Eli Broad College of Business and by the Associate Dean of the College of Natural Science, the Office of the Registrar will enter on the student's academic record the name of the certificate program and the date it was completed. This certification will appear on the student's transcript upon completion of the requirements for the degree program.",,,
"Master of Arts,History-Secondary School Teaching - Master of Arts",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7610&PType=DP,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Master of Arts degree program in history–secondary school teaching is designed specifically for secondary school teachers and is a terminal degree program.,In addition to meeting the requirements of the university and of the College of Social Science, students must meet the requirements specified below.,To be admitted to the Master of Arts degree program in history–secondary school teaching on regular status, an applicant must have:,In addition, an international applicant is required to have fulfilled the university's English language proficiency requirement as described in the Graduate Education section of this catalog in one of the following three ways:,Before completing 9 credits in history courses, the student, with the assistance of the Graduate Director and the History Education Advisor, must constitute a guidance committee of at least two faculty members in the Department of History who represent different fields of history.  Until the student's guidance committee has been established, the student's program of study must be approved by the Graduate Director and the History Education Advisor.,The program is available only under Plan B (without thesis).  A total of 30 credits is required for the degree.  The student's program of study must be approved by the student's guidance committee.  The student must meet the requirements specified below:,The student must complete at least 12 credits in courses that are to be counted toward the requirements for the degree on the East Lansing campus of Michigan State University.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data=""<ol>\r\n\t<li>A bachelor's degree with a..."">, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Have a total score of 580 ...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Complete at least 15 credi...'>]",,
"Master of Arts,Health Professions Education - Master of Arts",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=6744&PType=DP,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"
	,
	The Master of Arts degree in Health Professions Education is administered by the College of Education in cooperation with the College of Osteopathic Medicine.,
	The program is designed for experienced health practitioners who are interested in enhancing their knowledge through online study of advanced professional knowledge related to teaching, learning, leadership, and policy. In addition to meeting the requirements of the university and of the College of Education, students must meet all requirements specified below.,
	,
	To be considered for admission into this program, an applicant must:,
	The Admissions Committee will review these five elements of the application and make a final decision regarding matriculation into the program based on the following core issues:,
	Applicants may be invited to a personal interview onsite or via teleconferencing as a part of the admission decision process.,
	,
	The program is available online and only under Plan B (without thesis). The student must complete a total of 30 credits from the following:","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>\r\n\t\tpossess an unlimited (...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>\r\n\t\tacademic: achieved cou...'>]",,
"Technology Certificate,Grounds Management",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=5331&PType=DP,,,,Agricultural Technology,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Grounds Management certificate is delivered in partnership between Wayne County Community College District and the Michigan State University Institute of Agricultural Technology.  It is designed for persons interested in careers managing commercial, private, school, or community athletic facilities and landscapes.,Graduates of the program will receive a certificate from the Michigan State University Institute of Agricultural Technology and will have the opportunity to complete a test to become a certified pesticide applicator with the Michigan Department of Agriculture.  Additional course work may lead to a Certificate in Grounds Management from Michigan State University and a Certificate in Facilities Maintenance from Wayne County Community College District, making the graduate more qualified to manage both indoor and outdoor facilities. Students may continue their course work to obtain an Associate in Applied Science Degree from Wayne County Community College District in addition to the certificate from Michigan State University.",,,
"Specialization Graduate - Doctoral,Graduate Specialization in Food and Agricultural Standards",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7604&PType=DP,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Graduate Specialization in Food and Agricultural Standards is administered by the College of Agriculture and Natural Resources and the College of Social Science. The primary administrative unit for this specialization is the College of Social Science.,The Graduate Specialization in Food and Agricultural Standards is available as an elective for students who are enrolled in master’s and doctoral programs at Michigan State University. This specialization is designed for graduate students who wish to explore connections among the political, ethical, strategic, and technical considerations presented by food and agricultural standards. Students enrolled in this specialization will develop their understanding of the relationships that connect science and technology to the creation, maintenance, and modification of agrifood standards; the ethical and value issues raised by standards in domestic and international agricultural production and marketing; the cultural and sociopolitical dynamics surrounding the development, maintenance, and change of agrifood standards; and the policy implications of global agrifood standards, including how the process of standards creation and implementation may be made more accountable, transparent, and democratic.,Students who are interested in the specialization must contact the advisor for the Graduate Specialization in Food and Agricultural Standards in the College of Social Science. To be admitted to the specialization, a student must have been admitted to a graduate program at Michigan State University. Each student’s program of study must be approved by the advisor for the specialization. Students are not permitted to take all elective courses within their own discipline.,With the approval of the department and college that administer the student’s degree program, courses that are used to satisfy the requirements for the specialization may also be used to satisfy the requirements for a master’s or doctoral degree.,The student must complete a total of 15 credits. At least three courses or 9 credits must be in 800-level courses. ",,,
"Master of Arts,Literacy Instruction - Master of Arts",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=2247&PType=DP,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The master’s degree program in literacy instruction is designed for persons who aspire to be leaders in literacy education.  The program focuses on preparing practitioners and researchers who are committed to having a voice in the reform of literacy inquiry, curriculum, policy, and practice.,The literacy instruction program provides varied opportunities for students to acquire knowledge of literacy from a theoretical perspective, comprehend research reports, learn how to generate researchable questions, develop their own research agendas, and engage in exemplary literacy instructional practice.,The program is available with two emphasis areas: ,The, emphasis focuses primarily on literacy instruction across the K-12 grades and includes opportunities to qualify for the reading specialist (BR) or one of two reading (BT) endorsements. The content of this emphasis meets the guidelines set forth by the Professional Standards and Ethics Committee of the International Reading Association and the Professional Standards Committee of the Michigan Reading Association, and the Guidelines for University Programs for Training Reading Specialists developed by the Michigan Department of Education. Upon completion of the requirements for the program, a student who holds a State of Michigan elementary teaching certificate can be recommended by the college for the elementary reading (BT) endorsement, and the student who holds a State of Michigan secondary certificate can be recommended by the college for the secondary reading (BT) endorsement. Students who wish to be recommended for the state's K-12 reading specialist (BR) endorsement must select the Reading Specialist area of concentration under item 4. below. Students who wish to be recommended for one of the state's BT endorsements can select one of the other areas of concentration under item 4. below.,The , emphasis focuses primarily on teaching English language arts in middle school and secondary classrooms, with opportunities for taking some course work in the Department of English. It is designed for recently certified teachers of secondary English who wish to pursue their continuing certification course work in a master’s degree focusing on issues of English disciplinary knowledge, methodology, and pedagogy. It provides middle and secondary English teachers with opportunities to directly address subject-specific pedagogical interests and needs. The content of this emphasis meets the guidelines set forth by the National Council of Teachers of English for academic and professional studies in English language arts education.,In addition to meeting the requirements of the university and of the College of Education, students must meet the requirements specified below. ,For students who select the K-12 emphasis area:  applicants must have had experience with elementary or secondary school age children. Applicants submit three letters of recommendation that address both their academic and professional leadership potential.,For students who select the Middle/Secondary English Language Arts emphasis area:  applicants must have a baccalaureate degree in English or a related field and be certified in the teaching of English language arts (7-12) or have equivalent experience. Applicants must also submit a writing sample that reflects aptitude for critical and scholarly writing and three letters of recommendation that address both their academic and professional potential.,The program is available only under Plan B (without thesis). Students must complete a minimum of 33 credits in one of the following emphasis areas, distributed as shown below. The student’s program of study must be approved by the Graduate Chairperson. , ",,,
"Specialization Graduate - Masters,Graduate Specialization in Food and Agricultural Standards",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7603&PType=DP,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Graduate Specialization in Food and Agricultural Standards is administered by the College of Agriculture and Natural Resources and the College of Social Science. The primary administrative unit for this specialization is the College of Social Science.,The Graduate Specialization in Food and Agricultural Standards is available as an elective for students who are enrolled in master’s and doctoral programs at Michigan State University. This specialization is designed for graduate students who wish to explore connections among the political, ethical, strategic, and technical considerations presented by food and agricultural standards. Students enrolled in this specialization will develop their understanding of the relationships that connect science and technology to the creation, maintenance, and modification of agrifood standards; the ethical and value issues raised by standards in domestic and international agricultural production and marketing; the cultural and sociopolitical dynamics surrounding the development, maintenance, and change of agrifood standards; and the policy implications of global agrifood standards, including how the process of standards creation and implementation may be made more accountable, transparent, and democratic.,Students who are interested in the specialization must contact the advisor for the Graduate Specialization in Food and Agricultural Standards in the College of Social Science. To be admitted to the specialization, a student must have been admitted to a graduate program at Michigan State University. Each student’s program of study must be approved by the advisor for the specialization. Students are not permitted to take all elective courses within their own discipline.,With the approval of the department and college that administer the student’s degree program, courses that are used to satisfy the requirements for the specialization may also be used to satisfy the requirements for a master’s or doctoral degree.,The student must complete a total of 15 credits. At least three courses or 9 credits must be in 800-level courses. ",,,
"Specialization Graduate - Doctoral,Graduate Specialization in Ethics and Development",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=5651&PType=DP,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Specialization in Ethics and Development will encourage students to become conversant with relevant philosophical theories of justice, autonomy, community, and identity in relation to their own particular disciplines. They will relate this philosophical literature and apply philosophical skills to subjects such as economic and social sustainability; racial, gender, and ethnic conflict; humanitarian intervention; and globalization. Students and faculty will have the opportunity to address collaboratively in a philosophically sophisticated manner the difficult ethical issues that arise in the course of social, economic, political, and cultural development within an increasingly inter-connected global context.,The specialization, which is administered by the Department of Philosophy, is available as an elective to students who are enrolled in master’s and doctoral programs at Michigan State University. With the approval of the department or school and college that administers the student’s degree program, courses that are used to satisfy the requirements for the specialization may also be used to satisfy the requirements for the graduate degree program. The content of some elective courses may vary. The student’s program of study must be approved by the Director of the Ethics and Development Graduate Specialization.,Master's students must complete 9 credits, and doctoral students must complete 12 credits from the courses listed below as approved by the Director of the Specialization. All students must take courses in at least two departments and at least one elective course at the 800-level.",,,
"Teaching Mnr Elem Endorsement,Environmental Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=0117&PType=DP,,,,Teaching,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,,,
"Teaching Minor Sec Endorsement,Environmental Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=0118&PType=DP,,,,Teaching,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,,,
"Doctor of Philosophy,Environmental Engineering - Environmental Toxicology",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=2450&PType=DP,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"For information about the Doctor of Philosophy degree program in environmental engineering—environmental toxicology, refer to the statement on Doctoral Program in Environmental and Integrative Toxicological Sciences in the Graduate Education section of this catalog., ",,,
"Master of Arts,Interior Design and Facilities Management - Master of Arts",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=5264&PType=DP,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The program is designed to provide students with advanced knowledge in one of three major areas of specialization:  facilities design and management, human shelter, and interior design preservation and conservation. Internships are available., ,Students must have undergraduate preparation and competencies in the areas of interior design, architecture, business, history, housing, or other areas as appropriate to their chosen specialty within the M.A. degree program. ,Students must complete required core courses, the requirements for one of the major areas of concentration referenced above, a required research component, and the requirements for a minor area., ",,,
"Bachelor of Science,Electrical and Computer Engineering",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=8053&PType=DP,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,The Bachelor of Science degree in Electrical and Computer Engineering is offered only at the MSU Dubai instructional site. The program is designed to provide students with an opportunity to study electrical engineering and computer engineering including exploration of both hardware and software.,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Science,Earth Science - Interdepartmental ",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=3611&PType=DP,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Department of Earth and Environmental Sciences administers the earth science—interdepartmental major, which leads to the Bachelor of Science degree. The major is designed for persons who want a broad background in geology, meteorology, oceanography, and astronomy and who want to understand the interrelationships among these fields. The general earth science concentration is designed primarily for persons who plan to teach earth science in  middle and secondary schools. The meteorology/atmospheric sciences concentration is designed primarily for persons who plan to enter a graduate program in meteorology/atmospheric sciences.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Science,Diagnostic Molecular Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7056&PType=DP,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"Diagnostic molecular science is the allied health profession whose practitioners specialize in performing medical laboratory tests on DNA and RNA. These tests are used to diagnose and monitor hereditary conditions and acquired diseases such as leukemia and infectious diseases. The diagnostic molecular science major is a professional program designed to prepare students for national certification in diagnostic molecular science qualifying them to work in medical laboratories performing molecular testing. Graduates will also be prepared for positions in research and industrial laboratories. The program includes courses in mathematics and statistics, molecular biology, genetics, chemistry, biochemistry, and clinical laboratory sciences and includes a semester-long practicum experience in clinical and other laboratories. The first phase of the program is the pre-professional and preparatory courses that include the university and college requirements as well as prerequisites to the major courses. The second phase is the on-campus professional (major) courses. The third phase is a clinical practicum in clinical and other laboratories.,Enrollment in the diagnostic molecular science major is limited. A new class is admitted at the junior level each calendar year. Applications for admission must be received by December 1 in the year in which admission is sought.,To be considered for admission, the applicant must meet the following minimal criteria, in addition to the College of Natural Science requirements:,Applications for admission to the diagnostic molecular science major are reviewed by a committee of the faculty. Factors considered by the admission committee in the applicant’s review and admission action are (1) grade-point average in science and non-science courses, (2) grade-point average for selected preclinical laboratory science courses, (3) diagnostic laboratory exposure, (4) interview, and (5) written compositions.,To progress to the clinical phase of the curriculum, students must earn a 2.0 or higher in Zoology 341, and Biomedical Laboratory Diagnostics 436 and 438.,A specific statement of the policies for the clinical phase is provided in the Student Policies for Diagnostic Molecular Science Students. These policies are provided to all students upon acceptance to the major, but may be obtained earlier from the Biomedical Laboratory Diagnostics Program, 322 N. Kedzie Hall. Admitted students are responsible for knowing and adhering to these program policies.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Have an overall grade-poin...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Specialization Graduate - Masters,Interdepartmental Graduate Specializations in Applied Developmental Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=4693&PType=DP,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The interdepartmental graduate specializations in applied developmental science are available as electives to students who are enrolled in the master's and doctoral degree programs in the departments of Agricultural and Extension Education; Agricultural Economics; Anthropology; Audiology and Speech Sciences; Communication; Counseling, Educational Psychology and Special Education; Crop and Soil Sciences; Educational Administration; Family and Child Ecology; Food Science and Human Nutrition; Geography; History; Kinesiology; Linguistics and Germanic, Slavic, Asian and African Languages; Marketing and Supply Chain Management; Political Science; Psychology; Community, Agriculture, Recreation and Resource Studies; Sociology; Statistics and Probability; Telecommunication, Information Studies and Media; and Zoology; in the master's and doctoral degree programs in the School of Music; in the Educational Specialist degree program in the Department of Counseling, Educational Psychology and Special Education; in the Master of Social Work degree programs in the School of Social Work; in the Master of Science in Nursing degree program in the College of Nursing; and in the graduate–professional degree program in the College of Human Medicine.,The College of Social Science administers the specializations.  The specializations are supervised by an interdisciplinary faculty coordinating committee representing the graduate programs involved.  Students must meet the requirements of both the degree program and the specialization.  Students should work closely with their academic advisors to ensure that meaningful experiences that are directly related to applied developmental science are included in their degree programs.  With the approval of the department or school and college that administer the student's degree program, the courses that are used to satisfy the requirements for the specialization may also be used to satisfy the requirements for the student's degree program.  ,American society is faced with pervasive and burgeoning problems of individuals, families, and communities.  Issues of child and youth development, of economic competitiveness, of environmental quality, and of health and health care require creative research and the design, deployment, and evaluation of innovative public policies and intervention programs.  As a consequence, there has been increasing societal pressure for universities, and for the scholars within them, to design and deliver knowledge applications addressing these problems.,One of the most fruitful areas for such knowledge application involves examining the problems of individuals and communities across the life span.  These applications require the ability to understand and assist the development of individuals who vary with respect to cultural and ethnic background, economic and social opportunity, physical and cognitive abilities, and conditions of living.  Infants at biopsychosocial risk, gifted children or those with developmental disabilities, adolescents considering health–compromising behaviors, single– and dual–worker parents, the frail elderly, ethnic minorities, and impoverished families are just some of the populations requiring applications of knowledge based on the work of scholars in fields such as criminal justice, human nutrition, medicine, and psychology.  There is a need within those fields for scholars who adopt a development perspective to their science.,The five components of applied developmental science are described below:, theory deals with the continuities and discontinuities of development, i.e., with the process of change.  There is a temporal component to individual, family, institutional, and community experiences.  Some aspects of development remain stable over time; other aspects change.  Systems theory provides an approach to modeling stability and change, and to the identification of factors that causally influence organizational processes.  The temporality of change has important implications for research design, service provision, and program evaluation because it is dependent upon use of longitudinal methods and keyed by multivariate models of the developmental process., involves issues related to diversity, whether that diversity is generated by culture, gender, age, socioeconomic status, disability, race or ethnicity, or community.  All of those factors potentially affect individual differences among persons, families, communities, and neighborhoods and potentially contribute to program successes and failures.  Competence in diversity refers to a set of academic and interpersonal skills that allow individuals to increase their understanding and appreciation of cultural differences and similarities within, among, and between groups., involves the centrality of context in terms of individuals, families, and family functioning.  Context exists at all levels—biological, physical/ecological, social–cultural, political, economic, etc., and invites systemic approaches to research and program design and implementation.  Contextual variables such as poverty, family size, birth order, single parenthood, supplemental child care, parental psychopathology, unemployment, and workplace stress all help to set the context within which individuals, families, and social groups behave and develop., emphasizes identification of assets so that the capacity to act is strengthened at the most basic level possible, whether that level is the individual person, or a local school, human service agency, neighborhood, or community.  Applied developmental science stresses normative developmental processes as primary prevention rather than remediation.  It rejects deficit model approaches to individual and social preventive–interventions.  Universities exist to disseminate knowledge through instruction.  From an applied developmental science perspective, asset building requires the learner (community) to be implicitly involved in the development of educational programs so that there is an explicit match between educational materials and needs of the consumer., stresses the principle that models for community intervention must be tested in the community setting in full collaboration with community partners.  In short, communities must participate as full partners in the design and evaluation of community programs.  From this perspective, application of knowledge generates new questions that demand generation of new knowledge (i.e., new approaches, new strategies, new program designs).  The activities of applied developmental science span a continuum of knowledge generation to knowledge application which includes, but is not limited to, research on the applicability of scientific theory to human growth and development in ecologically valid contexts; the study of developmental correlates of phenomena of social import; the construction and utilization of developmentally and contextually sensitive assessment instruments; the design and evaluation of developmental interventions and enhancement programs; and the dissemination of developmental knowledge to individuals, families, communities, practitioners, and policymakers through developmental education, written materials, the mass media, expert testimony, and community collaborations.,All of these five components converge to a research environment that values longitudinal designs by which one can track individuals over time, assess normative trends, evaluate different contextual influences on intraindividual change as well as normative trends, and assess the dynamic bi–directional processes that regulate organization of individual, dyadic, family, and social systems.,The interdepartmental graduate specializations in applied developmental science are designed to provide a knowledge base that will facilitate the work of graduates who pursue careers in educational, agency, institutional, and governmental organizations that are integral to preventive–intervention programs, longitudinal studies of human development, and developmental evaluation.  Specifically, the specializations are designed to:,A student who is enrolled in one of the master's, Educational Specialist, doctoral, or graduate–professional degree programs referenced above and who wishes to complete the requirements for an Interdepartmental Graduate Specialization in Applied Developmental Science must petition the admission committee for the specialization for acceptance.  To be considered for acceptance into the specialization, the student should have completed the Graduate Record Examination including the Subject Test in the student's discipline.  To be accepted into the specialization, the student must have had academic preparation in experimental design and statistical analysis.  If in the judgment of the coordinating committee the student's academic preparation is inadequate, the student may be required to complete some courses in addition to the courses that are used to satisfy the requirements for the specialization.,Although separate interdepartmental graduate specializations in applied developmental science have been developed for master's and doctoral students, a given student may receive certification of completion of , the specialization for master's students or the specialization for doctoral students, but not for both of the specializations.  If a student has completed some of the requirements for the specialization that is available to master's students, but is subsequently admitted to a doctoral program and plans to complete the requirements for the specialization that is available to doctoral students, the requirements that the student has completed may be counted toward the requirements for the specialization that is available to doctoral students.,The student and the major professor select a guidance committee that will oversee the student's program of study for the specialization. In the event that a guidance committee has responsibility for overseeing a student's master's degree program, that same guidance committee may also oversee the student's program of study for the specialization, provided that the membership of the committee has been expanded to include at least one additional person who is a member of the applied developmental science faculty and who will represent that faculty on the committee.  The same guidance committee that has responsibility for overseeing a student's Educational Specialist or doctoral degree program may also oversee the student's program of study for the specialization, provided that the membership of the committee has been expanded to include at least two additional persons who are members of the applied developmental science faculty and who will represent that faculty on the committee.  For those students who are enrolled in master's degree programs that do not require that a guidance committee be established to oversee the student's program; for students who are enrolled in the graduate–professional degree program in the College of Human Medicine; and for master's, Educational Specialist, and doctoral students for whom guidance committees will be established for the sole purpose of overseeing programs of study for the specializations, the coordinator for applied developmental science will be responsible for establishing the students' guidance committees.,Students who are pursuing interdepartmental graduate specializations in applied developmental science are strongly encouraged to participate in twice monthly seminars with members of the applied developmental science faculty and other students who are pursuing the specializations.  At those seminars, faculty and invited guests address issues related to design, methodology, statistical analysis of longitudinal data, evaluation, and techniques for building community–university research collaborations.,The student must:,In addition to meeting the requirements referenced above, the thesis of a student on Plan A must reflect the integration of the student's discipline and applied developmental science.,The student must:,Students who are enrolled in the Educational Specialist degree program in the Department of Counseling, Educational Psychology and Special Education and students who are enrolled in the graduate–professional degree program in the College of Human Medicine must meet the requirements for the specialization that are specified for master's students on Plan B.,The courses that are used to satisfy the requirements for an Interdepartmental Graduate Specialization in Applied Developmental Science must be approved by the student's guidance committee for the specialization.  The courses should be selected within the context of the student's educational and career goals and with the goal of demonstrating competence in developmental systems theory, research methods, and quantitative and qualitative analytic methods.,GROUP A:  HUMAN DEVELOPMENT EMPHASIS,The courses listed below treat human development from a multidisciplinary perspective.  The student must complete a minimum of three courses totaling at least 9 credits. ,GROUP B:  STATISTICAL AND METHODOLOGICAL EMPHASIS,The courses listed below treat methodology and statistics applicable to research in applied developmental science.  The student must complete a minimum of three courses totaling at least 9 credits. , ","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n    <li>Provide an opportunity ...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n    <li>Complete 18 credits of ...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n    <li>Complete 18 credits of ...'>]",,
